BirdID,GroupSize,HelpersF,PeriodYear
1790,2,0,2007
1790,2,0,2005
1790,2,0,2008
1790,2,0,2006
1851,2,0,2005
1851,2,0,2006
1781,2,0,2008
1781,2,0,2005
1781,2,0,2006
1781,2,0,2007
1678,3,0,2006
1678,3,0,2007
1678,3,0,2005
1791,3,0,2008
1791,3,0,2006
1791,3,0,2007
1791,3,0,2005
1043,2,0,2006
1043,2,0,2007
1043,2,0,2008
1043,2,0,2005
1672,2,0,2005
1672,2,0,2006
1437,2,0,2009
1437,2,0,2008
1437,2,0,2005
1437,2,0,2007
1437,2,0,2006
3003,3,0,2009
3003,3,0,2006
3003,3,0,2010
3003,3,0,2008
3003,3,0,2013
3003,3,0,2007
3003,3,0,2011
3003,3,0,2005
3003,3,0,2004
3003,3,0,2015
3003,3,0,2012
3003,3,0,2017
3003,3,0,2016
3003,3,0,2014
2968,4,1,2016
2968,4,1,2015
2968,4,1,2017
2968,4,1,2014
2968,4,1,2006
2968,4,1,2009
2968,4,1,2013
2968,4,1,2005
2968,4,1,2011
2968,4,1,2007
2968,4,1,2012
2968,4,1,2008
2968,4,1,2010
1678,3,0,2010
1678,3,0,2008
1678,3,0,2009
1678,3,0,2007
1678,3,0,2006
1678,3,0,2005
1716,3,0,2005
1716,3,0,2006
1043,2,0,1999
1043,2,0,1998
1155,2,0,2006
1155,2,0,2005
1042,5,0,2011
1042,5,0,2009
1042,5,0,2012
1042,5,0,2013
1042,5,0,2008
1042,5,0,2006
1042,5,0,2010
1042,5,0,2007
1042,5,0,2005
3487,4,0,2006
3487,4,0,2005
3487,4,0,2007
3487,4,0,2009
3487,4,0,2008
3487,4,0,2005
3487,4,0,2006
912,3,0,2006
912,3,0,2010
912,3,0,2007
912,3,0,2009
912,3,0,2008
1740,3,1,2006
1740,3,1,2009
1740,3,1,2012
1740,3,1,2007
1740,3,1,2008
1740,3,1,2010
1740,3,1,2011
1740,3,1,2013
1605,3,1,2007
1605,3,1,2006
1717,3,0,2007
1717,3,0,2006
1717,3,0,2005
1429,3,0,2006
1429,3,0,2008
1429,3,0,2009
1429,3,0,2007
1429,3,0,2010
3002,2,0,2012
3002,2,0,2010
3002,2,0,2013
3002,2,0,2009
3002,2,0,2011
3002,2,0,2007
3002,2,0,2008
3002,2,0,2005
3002,2,0,2006
1798,2,0,2006
1798,2,0,2007
1559,3,0,2008
1559,3,0,2006
1559,3,0,2010
1559,3,0,2007
1559,3,0,2009
1536,3,1,2007
1536,3,1,2006
1536,3,1,2008
1805,3,0,2007
1805,3,0,2008
1805,3,0,2006
1805,3,0,2010
1805,3,0,2009
3698,2,0,2016
3698,2,0,2017
3698,2,0,2015
3698,2,0,2007
3698,2,0,2006
3698,2,0,2014
3698,2,0,2010
3698,2,0,2008
3698,2,0,2009
3698,2,0,2013
3698,2,0,2011
3698,2,0,2012
1510,2,0,2005
1510,2,0,2006
1510,2,0,2007
1510,2,0,2008
1763,4,1,2007
1763,4,1,2006
1857,3,1,2006
1857,3,1,2009
1857,3,1,2008
1857,3,1,2007
1415,3,1,2008
1415,3,1,2006
1415,3,1,2007
1503,3,1,2006
1503,3,1,2007
1503,3,1,2008
3003,3,0,2006
3003,3,0,2008
3003,3,0,2007
1042,5,1,2007
1042,5,1,2006
1707,3,0,2009
1707,3,0,2005
1707,3,0,2008
1707,3,0,2007
1707,3,0,2006
3086,4,1,2007
3086,4,1,2006
3086,4,1,2008
1697,2,0,2010
1697,2,0,2007
1697,2,0,2013
1697,2,0,2008
1697,2,0,2006
1697,2,0,2009
1697,2,0,2012
1697,2,0,2011
1697,2,0,2007
1697,2,0,2006
2963,4,1,2007
2963,4,1,2006
1895,2,0,2010
1895,2,0,2006
1895,2,0,2009
1895,2,0,2007
1895,2,0,2008
1895,2,0,2011
1740,3,1,2007
1740,3,1,2006
1510,2,0,2010
1510,2,0,2011
1510,2,0,2009
1510,2,0,2008
1510,2,0,2013
1510,2,0,2007
1510,2,0,2006
1510,2,0,2012
1510,2,0,2015
1510,2,0,2014
3505,3,0,2013
3505,3,0,2012
3505,3,0,2009
3505,3,0,2011
3505,3,0,2010
3505,3,0,2008
3505,3,0,2007
3505,3,0,2006
845,2,0,2006
845,2,0,2007
1244,4,0,2007
1244,4,0,2006
1244,4,0,2008
1419,4,1,2007
1419,4,1,2006
1779,3,0,2011
1779,3,0,2012
1779,3,0,2010
1779,3,0,2009
1779,3,0,2013
1779,3,0,2014
1779,3,0,2015
1779,3,0,2008
1779,3,0,2006
1779,3,0,2007
1824,4,1,2007
1824,4,1,2009
1824,4,1,2010
1824,4,1,2008
1824,4,1,2006
869,3,0,2006
869,3,0,2008
869,3,0,2007
1782,2,0,2007
1782,2,0,2006
1024,2,0,2006
1024,2,0,2007
1506,4,1,2006
1506,4,1,2007
1854,3,0,2014
1854,3,0,2013
1854,3,0,2015
1854,3,0,2006
1854,3,0,2012
1854,3,0,2011
1854,3,0,2009
1854,3,0,2010
1854,3,0,2007
1854,3,0,2008
1821,3,1,2006
1821,3,1,2007
3507,2,0,2006
3507,2,0,2007
3507,2,0,2008
1170,3,0,2006
1170,3,0,2007
3517,3,0,2009
3517,3,0,2008
3517,3,0,2007
3517,3,0,2006
2963,4,1,2007
2963,4,1,2006
2963,4,1,2008
2963,4,1,2007
2963,4,1,2006
1826,2,0,2013
1826,2,0,2012
1826,2,0,2009
1826,2,0,2008
1826,2,0,2007
1826,2,0,2014
1826,2,0,2006
1826,2,0,2016
1826,2,0,2017
1826,2,0,2010
1826,2,0,2011
1826,2,0,2015
1043,3,0,2008
1043,3,0,2012
1043,3,0,2010
1043,3,0,2011
1043,3,0,2006
1043,3,0,2009
1043,3,0,2007
3453,3,1,2014
3453,3,1,2015
3453,3,1,2013
3453,3,1,2008
3453,3,1,2012
3453,3,1,2007
3453,3,1,2010
3453,3,1,2006
3453,3,1,2009
3453,3,1,2011
3453,3,1,2009
3453,3,1,2011
3453,3,1,2012
3453,3,1,2007
3453,3,1,2010
3453,3,1,2006
3453,3,1,2008
1672,3,0,2007
1672,3,0,2006
1672,3,0,2008
1672,3,0,2010
1672,3,0,2009
1827,3,0,2011
1827,3,0,2010
1827,3,0,2008
1827,3,0,2007
1827,3,0,2009
1827,3,0,2006
1827,3,0,2007
1827,3,0,2006
1827,3,0,2008
1791,3,0,2006
1791,3,0,2007
1791,3,0,2009
1791,3,0,2008
1532,4,0,2007
1532,4,0,2008
1532,4,0,2006
1532,4,0,2010
1532,4,0,2009
1501,3,1,2006
1501,3,1,2008
1501,3,1,2007
1415,3,1,2012
1415,3,1,2007
1415,3,1,2006
1415,3,1,2009
1415,3,1,2013
1415,3,1,2014
1415,3,1,2010
1415,3,1,2008
1415,3,1,2011
1753,2,0,2009
1753,2,0,2008
1753,2,0,2007
1753,2,0,2006
3490,3,0,2006
3490,3,0,2007
1872,2,0,2007
1872,2,0,2006
1872,2,0,2009
1872,2,0,2008
1803,4,1,2007
1803,4,1,2006
1437,4,1,2011
1437,4,1,2009
1437,4,1,2012
1437,4,1,2010
1437,4,1,2014
1437,4,1,2013
1437,4,1,2008
1437,4,1,2007
1437,4,1,2006
1491,4,1,2006
1491,4,1,2008
1491,4,1,2007
1491,4,1,2008
1491,4,1,2007
1491,4,1,2006
3567,2,0,2007
3567,2,0,2006
1437,4,1,2008
1437,4,1,2006
1437,4,1,2007
1789,2,0,2009
1789,2,0,2008
1789,2,0,2006
1789,2,0,2007
1789,2,0,2010
1672,3,0,2009
1672,3,0,2008
1672,3,0,2010
1672,3,0,2011
1672,3,0,2006
1672,3,0,2007
1672,3,0,2014
1672,3,0,2015
1672,3,0,2012
1672,3,0,2013
1672,3,0,2016
1598,2,0,2006
1598,2,0,2007
1685,3,0,2010
1685,3,0,2011
1685,3,0,2009
1685,3,0,2008
1685,3,0,2007
1685,3,0,2006
2982,2,0,2008
2982,2,0,2006
2982,2,0,2009
2982,2,0,2007
2982,2,0,2011
2982,2,0,2012
2982,2,0,2014
2982,2,0,2010
2982,2,0,2013
2982,2,0,2015
1893,3,0,2008
1893,3,0,2007
1893,3,0,2006
2968,5,1,2008
2968,5,1,2009
2968,5,1,2007
2968,5,1,2006
2968,5,1,2010
1361,3,0,2007
1361,3,0,2008
1361,3,0,2009
1361,3,0,2010
1361,3,0,2006
1760,2,0,2007
1760,2,0,2006
2968,5,1,2007
2968,5,1,2006
2959,2,0,2008
2959,2,0,2007
2959,2,0,2010
2959,2,0,2006
2959,2,0,2009
1559,3,0,2006
1559,3,0,2007
1501,3,0,2010
1501,3,0,2008
1501,3,0,2007
1501,3,0,2009
1501,3,0,2006
1503,3,0,2007
1503,3,0,2006
3500,2,0,2009
3500,2,0,2006
3500,2,0,2008
3500,2,0,2007
3487,2,0,2007
3487,2,0,2006
3487,2,0,2008
3487,2,0,2009
3487,2,0,2010
1669,2,0,2011
1669,2,0,2010
1669,2,0,2012
1669,2,0,2007
1669,2,0,2008
1669,2,0,2009
1669,2,0,2006
1669,2,0,2013
1155,2,0,2008
1155,2,0,2007
1155,2,0,2010
1155,2,0,2006
1155,2,0,2014
1155,2,0,2011
1155,2,0,2009
1155,2,0,2013
1155,2,0,2012
2968,5,0,2006
2968,5,0,2008
2968,5,0,2009
2968,5,0,2015
2968,5,0,2014
2968,5,0,2011
2968,5,0,2007
2968,5,0,2013
2968,5,0,2010
2968,5,0,2012
2968,5,0,2006
2968,5,0,2007
1757,2,0,2010
1757,2,0,2011
1757,2,0,2008
1757,2,0,2014
1757,2,0,2009
1757,2,0,2013
1757,2,0,2012
1757,2,0,2007
1757,2,0,2015
3002,3,0,2013
3002,3,0,2014
3002,3,0,2012
3002,3,0,2011
3002,3,0,2007
3002,3,0,2010
3002,3,0,2006
3002,3,0,2015
3002,3,0,2009
3002,3,0,2008
1803,3,0,2009
1803,3,0,2008
1803,3,0,2007
1532,4,0,2008
1532,4,0,2009
1532,4,0,2007
1532,4,0,2010
2985,3,1,2010
2985,3,1,2011
2985,3,1,2008
2985,3,1,2012
2985,3,1,2013
2985,3,1,2014
2985,3,1,2009
2985,3,1,2015
2985,3,1,2007
3446,2,0,2008
3446,2,0,2006
3446,2,0,2007
1765,3,1,2008
1765,3,1,2007
1800,4,0,2008
1800,4,0,2010
1800,4,0,2009
1800,4,0,2007
1614,2,0,2006
1614,2,0,2007
1614,2,0,2008
1716,3,0,2006
1716,3,0,2007
1716,3,0,2009
1716,3,0,2008
2963,6,1,2010
2963,6,1,2009
2963,6,1,2008
2963,6,1,2007
1753,2,0,2008
1753,2,0,2009
1753,2,0,2007
1753,2,0,2006
3002,3,1,2009
3002,3,1,2008
3002,3,1,2007
1717,2,0,2008
1717,2,0,2007
1717,2,0,2009
1717,2,0,2006
1717,2,0,2011
1717,2,0,2014
1717,2,0,2015
1717,2,0,2013
1717,2,0,2010
1717,2,0,2012
1580,2,0,2008
1580,2,0,2009
1580,2,0,2010
1580,2,0,2007
1580,2,0,2011
3569,3,1,2008
3569,3,1,2007
3698,3,0,2011
3698,3,0,2008
3698,3,0,2007
3698,3,0,2009
3698,3,0,2010
1043,3,1,2008
1043,3,1,2007
1042,2,0,2009
1042,2,0,2007
1042,2,0,2011
1042,2,0,2012
1042,2,0,2008
1042,2,0,2010
2985,3,1,2013
2985,3,1,2012
2985,3,1,2011
2985,3,1,2009
2985,3,1,2010
2985,3,1,2008
2985,3,1,2007
2985,3,1,2014
1826,3,0,2008
1826,3,0,2007
3698,2,0,2016
3698,2,0,2007
3698,2,0,2015
3698,2,0,2010
3698,2,0,2014
3698,2,0,2008
3698,2,0,2009
3698,2,0,2013
3698,2,0,2011
3698,2,0,2012
3085,2,0,2008
3085,2,0,2007
1776,4,0,2007
1776,4,0,2008
3446,3,0,2008
3446,3,0,2007
1854,4,1,2009
1854,4,1,2008
1854,4,1,2007
3487,3,0,2007
3487,3,0,2008
3487,3,0,2009
1716,3,0,2008
1716,3,0,2007
1716,3,0,2009
1716,3,0,2010
3567,2,0,2007
3567,2,0,2008
3497,2,0,2008
3497,2,0,2007
3497,2,0,2010
3497,2,0,2009
1757,2,0,2008
1757,2,0,2007
1361,4,1,2007
1361,4,1,2009
1361,4,1,2008
1361,4,1,2010
1763,5,1,2009
1763,5,1,2008
1763,5,1,2007
1790,4,1,2009
1790,4,1,2008
1790,4,1,2012
1790,4,1,2007
1790,4,1,2011
1790,4,1,2010
1872,3,0,2007
1872,3,0,2009
1872,3,0,2008
1536,2,0,2009
1536,2,0,2008
1536,2,0,2013
1536,2,0,2010
1536,2,0,2011
1536,2,0,2012
1536,2,0,2007
1401,4,0,2012
1401,4,0,2011
1401,4,0,2009
1401,4,0,2010
1401,4,0,2008
1401,4,0,2007
1589,3,1,2008
1589,3,1,2009
1589,3,1,2007
930,3,0,2007
930,3,0,2008
3500,3,0,2009
3500,3,0,2010
3500,3,0,2008
3500,3,0,2007
3094,3,0,2007
3094,3,0,2008
3094,3,0,2009
3094,3,0,2010
2981,2,0,2010
2981,2,0,2011
2981,2,0,2008
2981,2,0,2009
2981,2,0,2012
2981,2,0,2013
2981,2,0,2007
1678,3,0,2007
1678,3,0,2008
3022,2,0,2009
3022,2,0,2010
3022,2,0,2008
3022,2,0,2007
845,3,0,2010
845,3,0,2014
845,3,0,2011
845,3,0,2009
845,3,0,2017
845,3,0,2015
845,3,0,2008
845,3,0,2013
845,3,0,2016
845,3,0,2012
845,3,0,2007
1419,3,0,2009
1419,3,0,2010
1419,3,0,2008
1419,3,0,2007
1740,2,0,2010
1740,2,0,2011
1740,2,0,2012
1740,2,0,2014
1740,2,0,2015
1740,2,0,2009
1740,2,0,2008
1740,2,0,2013
3085,3,0,2008
3085,3,0,2009
3085,3,0,2010
1763,4,0,2010
1763,4,0,2009
1763,4,0,2008
3569,3,0,2009
3569,3,0,2010
3569,3,0,2008
1895,2,0,2008
1895,2,0,2011
1895,2,0,2012
1895,2,0,2010
1895,2,0,2016
1895,2,0,2013
1895,2,0,2009
1895,2,0,2017
1895,2,0,2015
1895,2,0,2014
1491,2,0,2008
1491,2,0,2009
1491,2,0,2010
1491,2,0,2007
3595,2,0,2012
3595,2,0,2011
3595,2,0,2013
3595,2,0,2008
3595,2,0,2010
3595,2,0,2009
3595,2,0,2007
3596,3,0,2009
3596,3,0,2010
3596,3,0,2011
3596,3,0,2013
3596,3,0,2014
3596,3,0,2015
3596,3,0,2008
3596,3,0,2012
3517,3,0,2008
3517,3,0,2009
3517,3,0,2011
3517,3,0,2010
4878,2,0,2010
4878,2,0,2011
4878,2,0,2012
4878,2,0,2009
4878,2,0,2013
4878,2,0,2008
3574,2,0,2009
3574,2,0,2010
3574,2,0,2008
3574,2,0,2014
3574,2,0,2011
3574,2,0,2015
3574,2,0,2013
3574,2,0,2012
1669,3,1,2011
1669,3,1,2012
1669,3,1,2013
1669,3,1,2015
1669,3,1,2016
1669,3,1,2017
1669,3,1,2010
1669,3,1,2008
1669,3,1,2014
1669,3,1,2009
2985,5,1,2008
2985,5,1,2009
4896,2,0,2011
4896,2,0,2012
4896,2,0,2010
4896,2,0,2009
4896,2,0,2008
3698,2,0,2008
3698,2,0,2011
3698,2,0,2012
3698,2,0,2010
3698,2,0,2009
3608,3,0,2009
3608,3,0,2008
5162,3,0,2008
5162,3,0,2007
1782,3,0,2009
1782,3,0,2010
1782,3,0,2011
1782,3,0,2013
1782,3,0,2014
1782,3,0,2015
1782,3,0,2012
1782,3,0,2008
1782,3,0,2007
1678,3,0,2012
1678,3,0,2010
1678,3,0,2011
1678,3,0,2009
1678,3,0,2013
1678,3,0,2008
1195,3,0,2008
1195,3,0,2009
1195,3,0,2007
3491,4,0,2008
3491,4,0,2009
3641,4,1,2008
3641,4,1,2009
1821,2,0,2009
1821,2,0,2008
1821,2,0,2010
1790,5,1,2010
1790,5,1,2009
1790,5,1,2008
1170,2,0,2009
1170,2,0,2007
1170,2,0,2008
3518,2,0,2007
3518,2,0,2008
3518,2,0,2011
3518,2,0,2012
3518,2,0,2010
3518,2,0,2013
3518,2,0,2014
3518,2,0,2009
3518,2,0,2015
1438,2,0,2010
1438,2,0,2008
1438,2,0,2009
1438,2,0,2007
3451,2,0,2008
3451,2,0,2009
3451,2,0,2010
1803,4,0,2009
1803,4,0,2010
1803,4,0,2008
1803,4,0,2011
1803,4,0,2013
1803,4,0,2012
2963,4,0,2008
2963,4,0,2009
4965,3,0,2009
4965,3,0,2010
4965,3,0,2011
4965,3,0,2013
4965,3,0,2014
4965,3,0,2015
4965,3,0,2008
4965,3,0,2012
1361,3,1,2009
1361,3,1,2008
930,4,0,2013
930,4,0,2008
930,4,0,2009
930,4,0,2011
930,4,0,2014
930,4,0,2015
930,4,0,2012
930,4,0,2010
1717,2,0,2015
1717,2,0,2016
1717,2,0,2013
1717,2,0,2014
1717,2,0,2010
1717,2,0,2012
1717,2,0,2009
1717,2,0,2011
3094,3,0,2008
3094,3,0,2011
3094,3,0,2012
3094,3,0,2010
3094,3,0,2013
3094,3,0,2009
3094,3,0,2015
3094,3,0,2014
3606,4,0,2008
3606,4,0,2012
3606,4,0,2009
3606,4,0,2010
3606,4,0,2015
3606,4,0,2011
3606,4,0,2013
3606,4,0,2014
1491,2,0,2009
1491,2,0,2010
3606,3,0,2009
3606,3,0,2010
5079,2,0,2013
5079,2,0,2012
5079,2,0,2011
5079,2,0,2014
5079,2,0,2010
5079,2,0,2008
5079,2,0,2009
3022,2,0,2008
3022,2,0,2009
1821,2,0,2010
1821,2,0,2009
4973,3,1,2009
4973,3,1,2010
5263,6,1,2013
5263,6,1,2008
5263,6,1,2012
5263,6,1,2011
5263,6,1,2010
5263,6,1,2009
3453,2,0,2008
3453,2,0,2009
3002,2,0,2010
3002,2,0,2011
3002,2,0,2009
3002,2,0,2012
3002,2,0,2013
3002,2,0,2010
3002,2,0,2012
3002,2,0,2011
3002,2,0,2013
3002,2,0,2009
5075,2,0,2010
5075,2,0,2009
4935,3,1,2009
4935,3,1,2010
3086,4,1,2010
3086,4,1,2009
1857,3,1,2014
1857,3,1,2015
1857,3,1,2013
1857,3,1,2012
1857,3,1,2010
1857,3,1,2011
1857,3,1,2009
1042,3,1,2009
1042,3,1,2010
4936,4,1,2010
4936,4,1,2011
4936,4,1,2009
4936,4,1,2014
4936,4,1,2015
4936,4,1,2013
4936,4,1,2017
4936,4,1,2012
4936,4,1,2016
1798,2,0,2012
1798,2,0,2011
1798,2,0,2009
1798,2,0,2010
1798,2,0,2013
1826,2,0,2009
1826,2,0,2010
1826,2,0,2012
1826,2,0,2011
1854,3,0,2008
1854,3,0,2009
1854,3,0,2013
1854,3,0,2010
1854,3,0,2012
1854,3,0,2011
3086,4,1,2009
3086,4,1,2010
2989,2,0,2010
2989,2,0,2011
2989,2,0,2009
2989,2,0,2014
2989,2,0,2013
2989,2,0,2012
1753,3,1,2010
1753,3,1,2009
3490,2,0,2015
3490,2,0,2010
3490,2,0,2014
3490,2,0,2013
3490,2,0,2011
3490,2,0,2012
3490,2,0,2009
1763,4,1,2015
1763,4,1,2009
1763,4,1,2012
1763,4,1,2013
1763,4,1,2011
1763,4,1,2010
1763,4,1,2014
1765,4,1,2009
1765,4,1,2010
3574,2,0,2010
3574,2,0,2009
3606,3,1,2010
3606,3,1,2009
1438,3,1,2009
1438,3,1,2010
1532,3,1,2011
1532,3,1,2012
1532,3,1,2010
1532,3,1,2009
1532,3,1,2013
1532,3,1,2015
1532,3,1,2014
4868,2,0,2009
4868,2,0,2010
4868,2,0,2015
4868,2,0,2014
4868,2,0,2011
4868,2,0,2013
4868,2,0,2012
3451,2,0,2010
3451,2,0,2011
3451,2,0,2009
3094,2,0,2009
3094,2,0,2010
4896,4,1,2014
4896,4,1,2013
4896,4,1,2012
4896,4,1,2009
4896,4,1,2011
4896,4,1,2010
5123,3,1,2011
5123,3,1,2012
5123,3,1,2010
5123,3,1,2013
3490,2,0,2010
3490,2,0,2011
3490,2,0,2009
4863,2,0,2016
4863,2,0,2017
4863,2,0,2015
4863,2,0,2010
4863,2,0,2011
4863,2,0,2014
4863,2,0,2013
4863,2,0,2012
5267,2,0,2016
5267,2,0,2011
5267,2,0,2012
5267,2,0,2010
5267,2,0,2014
5267,2,0,2009
5267,2,0,2015
5267,2,0,2013
3590,2,0,2013
3590,2,0,2012
3590,2,0,2014
3590,2,0,2009
3590,2,0,2011
3590,2,0,2010
3590,2,0,2015
5147,2,0,2010
5147,2,0,2009
1757,2,0,2016
1757,2,0,2009
1757,2,0,2015
1757,2,0,2014
1757,2,0,2011
1757,2,0,2013
1757,2,0,2012
1757,2,0,2010
3608,2,0,2010
3608,2,0,2011
3608,2,0,2012
3608,2,0,2014
3608,2,0,2015
3608,2,0,2016
3608,2,0,2009
3608,2,0,2017
3608,2,0,2013
5163,2,0,2009
5163,2,0,2012
5163,2,0,2014
5163,2,0,2011
5163,2,0,2013
5163,2,0,2010
4960,2,0,2014
4960,2,0,2015
4960,2,0,2011
4960,2,0,2012
4960,2,0,2010
4960,2,0,2013
4960,2,0,2009
1361,2,0,2011
1361,2,0,2010
2963,3,1,2013
2963,3,1,2012
2963,3,1,2014
2963,3,1,2015
2963,3,1,2010
2963,3,1,2011
2968,2,0,2010
2968,2,0,2009
1763,5,0,2012
1763,5,0,2013
1763,5,0,2010
1763,5,0,2014
1763,5,0,2011
3567,2,0,2010
3567,2,0,2009
1854,2,0,2010
1854,2,0,2009
3569,2,0,2013
3569,2,0,2010
3569,2,0,2012
3569,2,0,2011
3462,2,0,2011
3462,2,0,2012
3462,2,0,2010
1605,3,1,2010
1605,3,1,2011
1605,3,1,2012
5224,2,0,2013
5224,2,0,2014
5224,2,0,2011
5224,2,0,2012
5224,2,0,2010
1491,2,0,2011
1491,2,0,2010
3516,3,1,2012
3516,3,1,2011
3516,3,1,2013
3516,3,1,2014
3516,3,1,2010
3516,3,1,2015
3086,3,1,2012
3086,3,1,2013
3086,3,1,2011
3086,3,1,2015
3086,3,1,2010
3086,3,1,2014
5164,2,0,2011
5164,2,0,2013
5164,2,0,2012
1803,3,1,2011
1803,3,1,2012
1803,3,1,2013
1803,3,1,2010
1803,3,1,2014
3518,2,0,2011
3518,2,0,2012
3518,2,0,2010
4964,4,1,2016
4964,4,1,2011
4964,4,1,2010
4964,4,1,2015
4964,4,1,2014
4964,4,1,2013
4964,4,1,2012
3085,2,0,2010
3085,2,0,2011
3085,2,0,2014
3085,2,0,2015
3085,2,0,2013
3085,2,0,2017
3085,2,0,2012
3085,2,0,2016
1605,4,1,2011
1605,4,1,2012
1605,4,1,2010
5217,3,1,2012
5217,3,1,2010
5217,3,1,2011
3606,4,0,2011
3606,4,0,2012
1826,3,0,2011
1826,3,0,2012
1826,3,0,2015
1826,3,0,2016
1826,3,0,2013
1826,3,0,2010
1826,3,0,2014
2985,4,1,2012
2985,4,1,2011
5284,2,0,2012
5284,2,0,2013
5284,2,0,2014
5284,2,0,2010
5284,2,0,2011
3002,2,0,2010
3002,2,0,2011
3002,2,0,2013
3002,2,0,2012
5324,3,0,2014
5324,3,0,2016
5324,3,0,2012
5324,3,0,2013
5324,3,0,2011
5324,3,0,2015
5324,3,0,2010
1580,2,0,2010
1580,2,0,2011
1580,2,0,2014
1580,2,0,2013
1580,2,0,2012
4958,2,0,2010
4958,2,0,2011
4958,2,0,2014
4958,2,0,2013
4958,2,0,2012
3518,2,0,2012
3518,2,0,2013
3518,2,0,2014
3518,2,0,2015
3518,2,0,2011
3518,2,0,2010
3518,2,0,2016
3094,3,0,2010
3094,3,0,2011
3094,3,0,2012
3094,3,0,2013
3490,2,0,2012
3490,2,0,2011
3596,3,0,2012
3596,3,0,2011
3596,3,0,2010
3596,3,0,2013
1438,2,0,2011
1438,2,0,2012
1438,2,0,2013
5531,2,0,2011
5531,2,0,2012
5531,2,0,2010
5531,2,0,2013
5531,2,0,2014
5531,2,0,2015
5163,2,0,2013
5163,2,0,2011
5163,2,0,2012
5163,2,0,2010
3022,2,0,2010
3022,2,0,2011
3022,2,0,2014
3022,2,0,2015
3022,2,0,2013
3022,2,0,2017
3022,2,0,2012
3022,2,0,2016
5336,2,0,2010
5336,2,0,2011
5336,2,0,2012
5324,3,1,2012
5324,3,1,2011
1617,2,0,2011
1617,2,0,2012
1617,2,0,2015
1617,2,0,2016
1617,2,0,2014
1617,2,0,2013
3517,3,0,2011
3517,3,0,2017
3517,3,0,2014
3517,3,0,2016
3517,3,0,2013
3517,3,0,2015
3517,3,0,2012
1852,2,0,2011
1852,2,0,2012
1852,2,0,2010
1852,2,0,2015
1852,2,0,2014
1852,2,0,2013
5277,2,0,2010
5277,2,0,2017
5277,2,0,2012
5277,2,0,2011
5277,2,0,2016
5277,2,0,2015
5277,2,0,2014
5277,2,0,2013
5277,4,1,2011
5277,4,1,2012
5277,4,1,2013
5132,2,0,2012
5132,2,0,2013
5132,2,0,2011
5132,2,0,2014
5075,2,0,2013
5075,2,0,2014
5075,2,0,2016
5075,2,0,2012
5075,2,0,2015
5075,2,0,2011
3462,3,0,2011
3462,3,0,2012
3462,3,0,2013
5119,2,0,2013
5119,2,0,2012
5119,2,0,2011
4999,2,0,2011
4999,2,0,2015
4999,2,0,2013
4999,2,0,2014
4999,2,0,2012
4958,2,0,2011
4958,2,0,2012
4958,2,0,2013
4958,2,0,2014
5320,2,0,2011
5320,2,0,2012
5320,2,0,2013
5284,2,0,2012
5284,2,0,2013
5284,2,0,2011
5217,5,1,2012
5217,5,1,2011
5217,5,1,2013
5457,2,0,2012
5457,2,0,2011
3608,2,0,2012
3608,2,0,2013
3608,2,0,2014
3608,2,0,2011
3608,2,0,2015
1826,4,1,2012
1826,4,1,2013
1826,4,1,2011
1826,4,1,2014
1826,4,1,2015
5452,3,1,2014
5452,3,1,2012
5452,3,1,2013
5452,3,1,2011
5452,3,1,2015
5319,2,0,2011
5319,2,0,2012
5319,2,0,2013
5337,3,1,2012
5337,3,1,2013
5337,3,1,2011
5337,3,1,2014
5337,3,1,2015
5524,2,0,2012
5524,2,0,2011
4917,3,1,2011
4917,3,1,2012
5450,2,0,2011
5450,2,0,2012
5450,2,0,2014
5450,2,0,2013
5450,2,0,2015
4999,2,0,2012
4999,2,0,2011
1415,2,0,2013
1415,2,0,2012
1415,2,0,2011
5511,2,0,2013
5511,2,0,2012
5511,2,0,2011
1763,4,1,2012
1763,4,1,2013
1763,4,1,2014
1763,4,1,2011
1763,4,1,2015
1716,3,0,2011
1716,3,0,2012
1716,3,0,2015
1716,3,0,2013
1716,3,0,2014
3517,3,0,2012
3517,3,0,2011
3517,3,0,2013
3517,3,0,2013
3517,3,0,2011
3517,3,0,2012
3490,2,0,2013
3490,2,0,2011
3490,2,0,2012
3490,2,0,2015
3490,2,0,2014
5162,2,0,2011
5162,2,0,2013
5162,2,0,2012
4965,4,1,2013
4965,4,1,2012
4965,4,1,2011
5341,2,0,2012
5341,2,0,2011
3453,2,0,2012
3453,2,0,2011
1763,4,1,2011
1763,4,1,2012
5616,3,0,2011
5616,3,0,2012
4904,2,0,2012
4904,2,0,2013
4904,2,0,2014
4904,2,0,2017
4904,2,0,2016
4904,2,0,2015
5573,3,1,2012
5573,3,1,2013
5517,3,0,2015
5517,3,0,2016
5517,3,0,2014
5517,3,0,2013
5517,3,0,2012
3002,2,0,2011
3002,2,0,2013
3002,2,0,2012
5195,2,0,2012
5195,2,0,2011
5267,3,0,2015
5267,3,0,2014
5267,3,0,2013
5267,3,0,2012
5164,2,0,2012
5164,2,0,2011
5164,2,0,2013
5164,2,0,2014
5164,2,0,2015
1824,3,0,2013
1824,3,0,2017
1824,3,0,2014
1824,3,0,2012
1824,3,0,2015
1824,3,0,2016
3595,2,0,2015
3595,2,0,2014
3595,2,0,2012
3595,2,0,2013
5598,3,1,2014
5598,3,1,2012
5598,3,1,2013
5598,3,1,2015
